subject	correct0	correct1	correct2
31	0.7027027027027027	0.6959459459459459	0.6081081081081081
32	0.8433734939759037	0.6626506024096386	0.5963855421686747
46	0.6721311475409836	0.7131147540983607	0.6229508196721312
50	0.632183908045977	0.4425287356321839	0.46551724137931033
54	0.7836734693877551	0.7387755102040816	0.5020408163265306
60	0.6862745098039216	0.7189542483660131	0.5686274509803921
73	0.686046511627907	0.7325581395348837	0.627906976744186
78	0.6896551724137931	0.6551724137931034	0.7044334975369458
96	0.6989247311827957	0.6129032258064516	0.6774193548387096
118	0.725	0.6625	0.6541666666666667
119	0.6578947368421053	0.6736842105263158	0.6157894736842106
144	0.696969696969697	0.6060606060606061	0.6
158	0.6597222222222222	0.7152777777777778	0.6041666666666666
159	0.6644736842105263	0.7171052631578947	0.4868421052631579
172	0.7317073170731707	0.6585365853658537	0.551219512195122
178	0.79	0.76	0.48
189	0.6996047430830039	0.6442687747035574	0.5928853754940712
197	0.7379310344827587	0.7310344827586207	0.4689655172413793
200	0.6984126984126984	0.8095238095238095	0.5873015873015873
201	0.6595744680851063	0.6312056737588653	0.5673758865248227
204	0.8253012048192772	0.7228915662650602	0.6746987951807228
206	0.8157894736842105	0.6140350877192983	0.5614035087719298
212	0.6024096385542169	0.7108433734939759	0.5783132530120482
214	0.7989130434782609	0.6630434782608695	0.532608695652174
246	0.7017543859649122	0.6549707602339181	0.6842105263157895
266	0.6581196581196581	0.6324786324786325	0.6239316239316239
272	0.7102803738317757	0.7570093457943925	0.7289719626168224
280	0.7530364372469636	0.6963562753036437	0.680161943319838
285	0.7254901960784313	0.7712418300653595	0.42483660130718953
293	0.6695652173913044	0.6826086956521739	0.5956521739130435
296	0.753731343283582	0.7313432835820896	0.6865671641791045
303	0.5824175824175825	0.6263736263736264	0.5934065934065934
309	0.9014084507042254	0.755868544600939	0.647887323943662
312	0.7142857142857143	0.6820276497695853	0.5714285714285714
315	0.7266187050359713	0.6690647482014388	0.5971223021582733
318	0.7175925925925926	0.6759259259259259	0.5648148148148148
322	0.6823529411764706	0.6078431372549019	0.5450980392156862
325	0.5985915492957746	0.7887323943661971	0.5845070422535211
327	0.7192982456140351	0.6973684210526315	0.6491228070175439
360	0.7164179104477612	0.746268656716418	0.5522388059701493
365	0.7161290322580646	0.6645161290322581	0.6451612903225806
367	0.7164179104477612	0.5870646766169154	0.4577114427860697
372	0.78	0.69	0.56
373	0.7692307692307693	0.6993006993006993	0.4195804195804196
394	0.7304347826086957	0.7304347826086957	0.591304347826087
395	0.7461139896373057	0.6787564766839378	0.5699481865284974
433	0.6830357142857143	0.7008928571428571	0.5580357142857143
447	0.7614678899082569	0.6605504587155964	0.4954128440366973
448	0.7716535433070866	0.7401574803149606	0.6771653543307087
456	0.6577540106951871	0.7754010695187166	0.5347593582887701
462	0.6595744680851063	0.7127659574468085	0.6808510638297872
469	0.8209876543209876	0.5432098765432098	0.3148148148148148
477	0.7659574468085106	0.6312056737588653	0.5106382978723404
498	0.5851063829787234	0.6170212765957447	0.6276595744680851
499	0.673728813559322	0.690677966101695	0.5889830508474576
505	0.7321428571428571	0.6964285714285714	0.6130952380952381
515	0.42857142857142855	0.3516483516483517	0.31868131868131866
539	0.6974358974358974	0.7282051282051282	0.5230769230769231
541	0.8136645962732919	0.6832298136645962	0.6583850931677019
546	0.5562130177514792	0.6686390532544378	0.5325443786982249
563	0.7942857142857143	0.7257142857142858	0.6914285714285714
574	0.6141304347826086	0.7010869565217391	0.5489130434782609
581	0.7033898305084746	0.75	0.5932203389830508
586	0.6082474226804123	0.6030927835051546	0.5103092783505154
589	0.6224489795918368	0.6292517006802721	0.4523809523809524
594	0.76	0.64	0.51
595	0.7582417582417582	0.7362637362637363	0.5714285714285714
601	0.7368421052631579	0.7631578947368421	0.6754385964912281
612	0.7209302325581395	0.6976744186046512	0.5348837209302325
617	0.8421052631578947	0.6842105263157895	0.6842105263157895
628	0.651685393258427	0.7303370786516854	0.5786516853932584
639	0.6931216931216931	0.6613756613756614	0.708994708994709
644	0.7401574803149606	0.6377952755905512	0.44881889763779526
662	0.803921568627451	0.7843137254901961	0.6470588235294118
663	0.75	0.7058823529411765	0.6544117647058824
676	0.7707006369426752	0.6496815286624203	0.6305732484076433
685	0.6802030456852792	0.7055837563451777	0.7208121827411168
695	0.6764705882352942	0.6764705882352942	0.5735294117647058
717	0.7386363636363636	0.6818181818181818	0.4090909090909091
752	0.7027027027027027	0.6936936936936937	0.5765765765765766
765	0.6923076923076923	0.6923076923076923	0.46153846153846156
795	0.8075313807531381	0.6569037656903766	0.6569037656903766
798	0.6439393939393939	0.8181818181818182	0.6893939393939394
802	0.6058394160583942	0.7737226277372263	0.6788321167883211
809	0.6790123456790124	0.7777777777777778	0.5432098765432098
811	0.6857142857142857	0.6428571428571429	0.4
820	0.6699507389162561	0.7192118226600985	0.6403940886699507
823	0.6567164179104478	0.6865671641791045	0.5970149253731343
851	0.75	0.7395833333333334	0.6770833333333334
869	0.6428571428571429	0.6785714285714286	0.5714285714285714
872	0.71875	0.7109375	0.76171875
875	0.716	0.712	0.596
876	0.6	0.76	0.52
883	0.47619047619047616	0.6904761904761905	0.5238095238095238
893	0.5782312925170068	0.6666666666666666	0.6598639455782312
894	0.6647727272727273	0.6306818181818182	0.5681818181818182
897	0.6878980891719745	0.6942675159235668	0.5796178343949044
900	0.7116279069767442	0.6883720930232559	0.7023255813953488
906	0.7322834645669292	0.6456692913385826	0.5669291338582677
923	0.7007299270072993	0.7007299270072993	0.5766423357664233
928	0.7135678391959799	0.6331658291457286	0.542713567839196
942	0.7666666666666667	0.75	0.6583333333333333
949	0.7559055118110236	0.6062992125984252	0.6929133858267716
960	0.6382978723404256	0.6170212765957447	0.48936170212765956
971	0.7087912087912088	0.7087912087912088	0.5494505494505495
976	0.7441860465116279	0.6744186046511628	0.6325581395348837
979	0.7777777777777778	0.6666666666666666	0.6222222222222222
988	0.7276995305164319	0.6901408450704225	0.6431924882629108
1001	0.6176470588235294	0.6617647058823529	0.5955882352941176
1018	0.6666666666666666	0.725	0.6083333333333333
1021	0.7798165137614679	0.7110091743119266	0.6055045871559633
1033	0.7450980392156863	0.7254901960784313	0.5686274509803921
1050	0.5621621621621622	0.7297297297297297	0.654054054054054
